comment,date,rating
Que vuelvan los Muffins y cafesito porfi 🥺,9/01/2025,5
"Ya van 2 veces que me llega notificación diciendo que hay entradas a 5 soles y cuando entro es mentira, si esa es su manera de captar la atención del público están muy mal eh 👎",15/06/2022,1
Muy buen servicio,14/01/2025,4
muy buena aplicación,26/12/2024,5
"Pésima la aplicación no se puede comprar nada, por qué ponen está APP sino funciona, y por lo visto no tienen intención de mejorarlo por que veo quejas de los usuarios ya de hace mucho tiempo.",9/07/2022,1
"Todo bien, muchas gracias",5/02/2025,5
muy buena app.,7/02/2025,5
a veces falla el pago,12/01/2025,3
Pesimo me cobraron pero no me llego ningjn Registro de mi compra boleta o algo nada,28/01/2025,1
super la aplicación,6/02/2025,5
No me aceptan los códigos de descuento.,29/12/2024,2
Buena opción para comprar,5/02/2025,5
"bueno, pero caro",22/12/2024,3
no hay opción a pasar mia cupones entel,11/02/2025,3
"Buena app, simple y a la vez completa. Sirve de mucha ayuda tanto para las entradas como para adquirir productos en la confitería.",17/10/2019,5
Solo me sirve para ver novedades. Soy socio desde que comenzó a operar Cineplanet en Lima y no puedo comprar aquí entradas y acumular puntos o canjearlos. Tengo que seguir comprando en ventanilla o renunciar a los puntos.,11/05/2022,2
"Estoy teniendo problemas para comprar una entrada, me surge ERROR INESPERADO. Y me reinicia la aplicación. Revisarlo porfavor.",7/12/2019,2
facil de comprar pero cuando deseas regresar a las butacas ya no puedes agregar mas y te vota de la compra,4/11/2024,3
muy útil y práctico,8/01/2025,5
Se lagea a cada rato,11/01/2025,2
"Funciona bien, sólo quisiera pedirles el modo oscuro para telefonos Honor.",5/12/2024,5
"En medio de la operación para la compra no se llegó a crear el código QR pero se llegaron cobrar, lo peor no hay forma de comunicarse con ustedes y más aún veo que no soy el único",31/12/2021,1
"Cual es la lógica de tener la app y no poder comprar online? Es la quinta vez q intento comprar y no acepta ninguna de mis tarjetas, antes no tenia ese problema, inclusive desinstale y volví a instalar pero nada...",30/04/2019,1
"Se cuelga y no me deja comprar las entradas, tal parece que no han probado está versión de su app. Así están perdiendo dinero por si no lo notaron.",23/11/2018,1
Basura de aplicación igual que la página web. Rechaza todos los pagos a pesar q intenté con 2 tarjetas diferentes. Le doy 1 estrella porque no se le puede dar 0,22/12/2021,1
Pésimo no se pude. Comprar entradas y no admite ningún tarjeta pésimo,14/11/2024,1
"No puedo abrir el App, sale error inesperado. A pesar que desinstalo e instaló nuevamente, NO me permite acceder :(!!",29/01/2022,1
"Por qué sale que la aplicación de cineplanet ya no es compatible con mi dispositivo si siempre lo he usado, que está pasando después de la última actualización...",19/09/2024,1
"La antigua aplicación era mucho mejor, no entiendo qué han hecho, al comprar ya no puedes ver tu voucher porque te sale error, siempre se satura, terrible app",8/12/2019,1
Quiero Registrarme y me sale : PROBLEMAS DE REGISTRO A PESAR QUE LO VOLVÍ A INSTALAR .,31/10/2024,2
"me gustó mucho 🤩, que fácil poder comprar. .",20/10/2024,5
"Muy buena , gracias mi amor T y R.",15/01/2025,3
es rápida y confiable,29/11/2024,5
genial para adquirir la compra de entradas,29/10/2024,5
fácil y rápido con la paga,25/10/2024,5
error en la plataforma al momento de comprar,26/11/2024,3
"muy lento, se cuelga el app",8/10/2024,1
Apareció información que no coloque Como cine favorito no agregue esa información,10/12/2024,1
facil de usar y me ayuda a no tener que hacer esas largas colas,30/09/2024,5
Eliminaron la opción de pagar con yape y rechazan las tarjetas de débito.,7/11/2024,1
Es muy práctico y rápido pude canjear mis entradas,3/11/2024,5
Rápida y eficiente.,6/10/2024,5
por aquí bien. pero en la zona de self dervice no se pudo,17/11/2024,5
es muy fácil de poder sacar,17/11/2024,5
debe abrir más salas para las películas de estreno también queremos películas navideñas los quiero gracias,27/11/2024,5
"Pésima, la compra solo me funcionó una vez en 20 intentos. Caídas repentinas y cobros duplicados, de lo peor.",27/07/2019,1
un poco difícil pero genial,5/10/2024,4
muy facil de usar y muy efectiva,17/11/2024,5
no aparece opción para comprar el Calendario,9/12/2024,4
"En las noches siempre hay problemas con la app, no ingresa y sale que tiene un error hoy quiero comprar y no se puede... Arreglaran ese problema con la app?",24/04/2023,2
fácil y sencilla,26/10/2024,5
Muy fácil de realizar la compra,14/11/2024,5
muchos errores a la hora de pagar con mi tarjeta,15/10/2024,4
Fácil y rápido,9/12/2024,5
sale error a cada rato,18/10/2024,2
La compra se hace muy rápido,5/12/2024,5
página rápida y útil,16/10/2024,5
muy buen servicio en todos los aspectos los amo,10/11/2024,5
He intentado ser socia más de 5 veces y nada no se puede 😞😞,25/10/2024,2
excelente servicio online,7/11/2024,5
rápido y sin problemas,13/11/2024,5
"excelente, mejor que el personal",4/10/2024,5
me ayudó con todo,31/12/2024,3
"una porquería de página web no se puede hacer nada ni pagar, si es que puedes llegar a ese paso",5/10/2024,1
Genial. Muy fácil de usar,17/12/2024,5
muy fácil y seguro,16/11/2024,5
Fácil y rápido,16/10/2024,5
app no funciona en tablet,28/09/2024,1
menu de compra poco entendible,25/10/2024,2
"Excelente aplicación, fácil usar",14/10/2024,5
"genial 👍👌,los encuentro en cada departamento del Perú",11/11/2024,5
rápido y sencillo,9/12/2024,5
"Es normal que siempre que este por terminar la compra, se reinicie la app... Porque llevo intentando 5 veces. Si es así.. Es una basura la app",24/11/2019,1
la app funciona muy mal hace como 3 semanas dejo de cargar practicamente se queda congelado... solucionen eso porfavor,25/01/2019,1
"Un desastre, se cuelga constantemente, me generó la perdida de lugares en más de una ocasión y su pasarela de pago es un desastre.",6/07/2024,1
"He comprado dos entradas para ver a Broly, y la aplicación me ha cobrado dos veces. Necesito ayuda en ese sentido por favor.",11/01/2019,1
"Recomendable 😁 ~a veces tiene fallas, pero es rara vez. Además, permite hacer las compras más rápidas y accesibles 😊",1/09/2019,5
"Tengo la promo de america express y cuando quiero pagar con esa tarjeta me sale error siempre y cuando pago con otra ahí si se puede pagar, pondré mi libro de reclamacione",9/12/2022,1
"QUÉ PASÓ?!! HORRIBLE Desinstalé Cineplanet la cual me funcionaba muy bien para instalar este dichoso app, la cual promete mejoras, pero es una porquería no sirve es lo peor, así k chicos no la descargn mejor es la versión anterior",4/11/2018,1
"Al parecer ninguno de las dueños o gerentes o encargados de CINEPLANET leen los comentarios que dejan sus clientes aquí, porque sino ya se habrían dado cuenta que la App es un total porquería que no sirve para lo único que debe servir, que es comprar entradas..",19/12/2021,1
muy rápido y seguro,5/10/2024,4
No se muestran todos los horarios que en la página web. Mejoren eso. Desinstalando aplicación....,14/10/2018,1
"Me gusta, es buena la app y tiene un bonito diseño. Lo malo es que a veces es lenta y casi siempre colapsaaaa r.r",28/11/2019,3
Está saturada la página no se puede ingresar deberían de solucionar eso ya que por algo ponen ofertas una decepción total horas y horas sin poder ingresar a la plataforma,29/04/2024,1
"siempre tengo que registrar mi tarjeta visa débito del BBVA por más que la guardo en la app y no reconoce el código de seguridad, solo cuando la registro desde cero",26/01/2023,1
"Hasta las patas esta actualización, no puedo iniciar sesión, tampoco guarda como favorito el cine que deseo, etc etc etc.",23/11/2018,1
"Deberían ayudar a sus clientes antiguos a actualizar sus datos, así poder iniciar sesión como Socio Cineplanet. Por lo demás, todo bien.",9/05/2022,5
"Hasta ahora muy buena app para comprar entradas, todo muy sencillo y rapido.",14/04/2023,5
"La aplicación no está funcionando, tengo suscripción y el sistema dice que no encuentra mis datos, he envía correo a atención al cliente y no responden.",6/07/2024,4
"No sirve, ya soy ORO y en su APP no encuentro los COMBO ORO en dulcería, se les envía correo y no contestan, se les escribe por facebook tampoco contestan. Definitivamente NO SIRVE👎.",7/06/2022,1
"Siempre he tenido problemas cuando canbio de tarjetas para realizar el pago, al final termino en ventanilla realizando la compra",5/06/2022,2
muy buena app,25/01/2025,5
"No es problema de su aplicación o Web, su servidor es muy pobre. No carga su información, colapsa demasiado. Mejoren por favor!!!",17/11/2019,1
"la app es clara y concisa, me ayuda mucho en la descripcion, lugar asiento y me señala ofertas adecuadas a mi presupuesto",16/09/2023,5
Ya son dos semanas que el aplicativo no funciona. Debo comprar por la página web y en esta solo me permite la compra al tercer o cuarto intento. Porfavor arreglarlo,17/12/2022,2
"Muy fácil de usar, y ahorra mucho tiempo haciendo fila, nunca me ha dado algún error, no tengo más que decir.",28/06/2022,5
Siempre que quiero comprar entradas me sale un mensaje que no puedo o que paso algo inesperado 🤦,7/02/2025,1
soy cliente oro y se supone que la proxima categoria debería de ser black ... entonces por que en la aplicación sale que mi nueva categoría va a ser plata . o sea que en vez de subir voy a bajar de categoría espero arreglen ese problema espero su respuesta,14/02/2019,2
todo muy bien,7/01/2025,5
"Pesimo, no se puede comprar, demora y al momento del pago carga y carga y nunca se concreta la compra una perdida de tiempo",8/10/2019,1
"Desde abril que no puedo utilizar la aplicación, ya que cada vez que eligo una opción no permite compra o me votaba de la aolicación.",4/05/2019,1
"Entro a al app y me dice q actualice ,cuando ya está actualizada, Eh desintalado y instalado otra vez y me sigue saliendo q tengo q actualizar la app (en la misma app) pero en Google play sale q está actualizada.",11/08/2021,1
"Al abrir la aplicación me sale ha ocurrido un error inesperado ya desde hace varios días, la única forma de comprar es por la página web.",18/11/2021,1
"Hace ya un tiempo que no me deja comprar entradas via online, mejoren la app o soluciónes las compras.",31/01/2023,1
Pongan la fecha de estreno en los Próximos Estrenos. También el director de la película.,12/11/2024,3
"Su aplicación es muy lenta, se para colgando y saliéndose, arreglenla que con suerte se puede comprar las entradas",20/07/2019,1
"Gracias cineplanet buena app... pero hay promociones por ejemplo entradas a precio de martes q no te permite comprar, la opción por tu cumpleaños no se ve, por lo demás es una buena app",15/10/2019,4
muy fácil y seguro 🔐,29/11/2024,5
Me ha funcionado bien hasta el momento no tengo quejas. Lo único que desearía es que puedan habilitar las puntuaciones a las películas para poder calificar.,19/09/2018,4
no funciona esta aplicacion no se que paso hace dias como que se cerraba pero ahora se cuelga no carga para nada es la peor app deberia mejorar,4/02/2019,1
Pésimo!! abro la aplicación y demora cuando marco alguna película y se cierra!!! no la recomiendo!!,8/04/2019,1
"Fácil y rápido para realizar compras, además de un excelente servicio Cineplanet.",20/06/2023,5
Una basura de aplicación quiero comprar una entrada y se cierra tengo la. Aplicación de otros cines y sin problemas pero esta da pena quien es el retrasado que contratan?,3/05/2019,1
"Muy buena aplicación, solo falta poner el elenco cast de cada película (por lo menos 5 o 10 actores / actrices máximo) porque de algunos no sabemos quiénes son.",2/08/2022,4
Llevo casi un mes y la app sigue sin abrir. Antes se abría perfectamente bien. Después de tanto tiempo todavía no pueden arreglarlo?!,22/02/2022,1
"yo en realidad le doy 5 estrellas pero el problema es que no puedo comprar entradas para el dia siguiente no me deja la aplicación solo sale funciones de hoy, asi que le pondre 4",29/05/2019,4
Deberia mejorar su atención...dar prioridad a los que compramos online asignar un despacho exclusivo. Además de más orden y limpieza. CINEPLANET REAL PIURA,31/08/2019,1
"Pésimo hace semanas no puedo comprar por la app ni por la web , intento con varias tarjetas y lo mismo sigue saliendo ""algo sucedio"". PÉSIMA APLICACION",15/01/2023,1
"Su app solo sirve para ver que películas están en cartelera, así de simple. Si quieren comprar tendrán que acercarse al mismo cine.",25/05/2019,1
Soy cliente oro y uso la aplicación hace años pero en la actualidad no deja hacer compras. Siempre sale un mensaje que dice algo sucedió.,27/03/2022,1
"Es bastante útil si tienes la costumbre de ir al cine seguido ya que acumulas puntos y te pueden dar algunos descuentos , le doy un 7/10.",30/06/2022,4
"por momentos el pago no se procesaba en la plataforma, hubieron 2 ocasiones en que rechazo el ingreso de mi tarjeta de débito y no procedía el pago",5/05/2024,3
"buen servicio, solo asegúrate de tener una cuenta para mayor accesibilidad y opciones",23/05/2023,5
La verdad con esta última actualización ni se puede comprar con días de anticipación ni si quiera y te muestra el calendario no me gusta...,31/05/2023,3
"He tenido problemas con el app este último mes, no puedo comprar online ni tampoco canjear ninguna promoción. Espero que lo solucionen pronto",21/01/2022,1
"Pésimo, no puedo comprar por la app , no me aparece el cine que deseo . Y la vez pasada cuando compre me envío a otro cine en provincia y perdí mi dinero.",5/08/2022,1
"el tiempo de compra es muy corto para comprar mas de 2 asientos deberian extender 2 minutos extra por asiento seleccionado, ya que se necesita pagar o canjear codigos",11/11/2023,1
"Una basura la app muy lenta, a cada rato me sale que ha ocurrido un problema, que vuelva más tarde que asco de app.",23/11/2019,1
"En este dia de reapertura de sus sala no funciona su aplicativo, no deja seleccionar opciones de busqueda ni de compra. Mala experiencia.",5/08/2021,1
"Pésima, me he creado una cuenta, sin embargo cuando quiero ingresar me indica que no puedo entrar porque no estoy afiliada, y cuando quiero crearme de nuevo una cuenta me indica que ya tengo una. No se entiende para nada.",29/04/2019,1
"Se cae toooodooo el tiempo, demora en soltar los asientos que se seleccionaron y no se pudo proceder con la compra, arreglen este problema por favor!!!",21/02/2020,1
La actualización de diciembre tiene errores. Intento abrir la aplicación y notifica error. Samsung A52S,18/12/2022,1
Me gusta esta aplicación por que podemos ver todas las películas A qué hora va a dar Podemos divertirnos mirando las películas pues yo me gusta esta aplicación Puedes americinn con estrellitas porque me gusta mucho esta aplicación,2/04/2023,5
"Se actualizó la app y ya ni puedo entrar , me sale error, ni desinstalando e instalado nuevamente se soluciona el problema.",31/01/2022,4
"Antes me dejaba comprar, pero las últimas veces no me deja comprar ninguna función, sale ""reiniciar de nuevo"". Es muy tedioso.",30/11/2019,2
"A mi si me funciona bien en compras y otras características. Lo que no puedo es comprar con tarjetas de crédito, solo débito. Son políticas de la empresa?",8/08/2022,4
La app no funciona es la tercera vez que ingreso mis datos y aparece que hay un error no se puede acceder muy mal servicio,9/12/2019,1
"Primero no me deja hacer compras , después lo desinstalo y vuelvo instalar y ahora no abre la app, uno usa la app para ahorrar tiempo y no está cumpliendo esa función",1/01/2022,1
la app tiene desde que abrieron los cines fallando. es un problema no se puede comprar. Tantos meses y es el colmo que aun no hayan solucionado el problema,21/05/2022,2
"No funciona, se cuelga cuando vas a comprar. Deberían estar en Fandango, es el colmo que no tengan un app para compra de entradas.",14/10/2018,1
"Intente 20 veces con mi tarjeta de crédito y no se pudo... con mi tarjeta de débito sí, a la primera... Eso me parece muy mal!",1/10/2022,1
Ultimamente la aplicación esta lenta y no se puede hacer compras a través de ests plataforma.,10/12/2019,1
"Me descargue esta aplicación para comprar unos boletos en preventa se tardó tanto que cuando entré todos los asientos ya estaban reservados ,y ahora ya no podré ir ,deberían arreglarlo",22/02/2022,1
"La actualizacion lo único que hizo fue empeorar la app, lenta, no carga y siempre con problemas. Pésimo",26/10/2019,1
"Lo peor, cuando ingresé quería ver si mis datos eran los mismos, pero no, de lo que era socia oro, ahora soy socio clásico. Una estafa al consumidor. La página está más lenta.",12/08/2021,1
"Pésima,hace tiempo que no se puede comprar por esta APP,,me imagino que lo hacen para que no usen las promociones,y solo se puede comprar por ventanilla y sin promociones.",23/06/2022,1
"me gustan las promos... me gustaría repongan clásicos, yo irían de hecho a volver a verlas en pantalla grande",24/10/2022,5
"La aplicación no funciona, no muestra películas, cines, fechas, NADA!!!",20/07/2022,1
"Nunca tuve problemas con la aplicación, pero al momento de querer agregar nuevas tarjetas, no me deja, me reporta como error.",19/11/2018,2
"me agrada comprar por el app pq es más rápido,solo,q no me gusta q algunos cines,te revisan las mochilas o carteras,cuando es libre uno de llevar cosas",2/12/2022,4
Es práctico se puede comprar entradas sin hacer cola solo ir directo a ver la película que se estrene.,9/07/2023,5
Hacen perder tiempo sale que ya tienen una versión pero al volver a descargar sigue saliendo la misma versión. Pésima experiencia,11/08/2021,1
Siempre estuve a gusto con la aplicación pero en. Sus últimas actualizaciones no me permite seleccionar la película que deseo para hacer la compra,28/11/2018,2
No se puede entrar a la app...aparece el mensaje ha ocurrido un error inesperado...no sirve la app,29/11/2021,1
Desde las últimas actualizaciones la aplicación se cierra sola... no se puede acceder.,19/07/2019,1
"una hvda está app, tanto tiempo tuvieron para mejorar sus plataformas, pero al, parecer sólo solo se abocaron a ver como obtener dinero, más no en dar una mejor atención",31/10/2021,1
ver bien la aplicación xk he tenido varios días por no decir meses queriendo comprar por su aplicación y nunca me debajaban hasta ahora recién. mejoren en eso bien,8/11/2022,2
Que han hecho con la aplicación??? Quiero comprar entradas para mañana y solo puedo hacerlo en Cajamarca?? Debería lanzar una aplicación de prueba y luego la que va a quedar.,14/12/2018,1
No me permite finalizar la compra ni agregar tarjetas de crédito nuevas la versión anterior funcionaba bien pero ahora está totalmente inservible,13/10/2018,1
"Desde el día de hoy no puedo ingresar a mi usuario,ya desinstale y volví a instalar pero no me permite ni entrar ni poder ver las opciones..sale como logeado se queda en blanco..q paso?",20/07/2022,2
Es una de las peores aplicaciones en la web. Las actualizaciones solo perjudican a los usuarios y su mal funcionamiento solo te lleva a realizar reclamos a la empresa.,29/12/2018,1
"La aplicación no funciona, es un desastre, he comprado entradas para canjearlas online y no puedo hacerlo.",7/09/2019,1
Pésima. A cada rato sale error y demora en cargar la interfaz.,13/09/2019,1
buena forma de comprar las entradas al igual que pagar sin necesidad de hacer cola lo malo es q no haya muchas opciones de películas,2/06/2022,3
Al menos yo no puedo comprar por internet . Me descuentan el débito pero no genera los boletos... Ya perdí mucho dinero y su sistema de reembolso es malo... Tendrías que enjuiciarlos para que te devuelvan,10/06/2022,1
Esta pésimo después de la actualización se cierra a cada rato y no se puede hacer ni comprar nada. Muy mal 👎,24/11/2018,1
"Cuando lo intente comprar por Internet, no me dejaba, al momento en el que se estaba prosesando el pago salía un mensaje y se cancelaba todo, por eso tuve que instalar la app",25/05/2024,3
"Es muy rápido para hacer los trámites e intuitiva, me gustaría que haya opciones para colocar códigos de descuento",3/03/2024,4
"Estaría bien si agregaran la posibilidad de ver las fechas en las que se estrenarán las películas en la sección ""próximos estrenos"".",29/10/2018,3
"Terrible,hace como 01 mes que la App no permite pagar con tarjeta,antes compraba normal y ahora no se puede.Solucionen ese problema urgente por favor.",12/05/2022,1
Durante semanas he tratado de concretar mi compra y es terrible no poder hacerlo. Se supone que para eso son las aplicaciones para ayudarnos un poco . En fin.,16/04/2023,1
"Útil y sencillo de usar, más allá del re configurar una cuenta que servía ya en la PC, no tiene ningún problema",16/01/2023,5
La desinstalo. En lo que va del día me han llegado hasta 5 notificaciones para una película que no la va a ver ni el mismo productor.,13/01/2022,1
"Dejó de funcionar, sale una notificación que se queda cargando y no se puede cerrar, no deja usar la app",28/04/2024,1
"me gusta comprar,es más rápido",8/11/2024,5
"No deja iniciar session, y cuando lo permite, no permire realizar las compras. Una perdida de tiempo total",10/12/2019,1
"A mejorado mucho. Pero en método de pago, deben agregar las opciones de pago efectivo que encontré en la web.",28/12/2022,4
"Debe existir la opción de Pago Efectivo. No le tengo confianza a tener que digitar mi nro de cuenta de banco. Pará la Fil Lima 2019, utilice los servicios de empresa Join us para la inscripción al Fan Fil y para efectos del pago a empresa Pago Efectivo, haciéndo cancelación en un. Agente de Banco. El ticket con código QR llegó a mi correo electronico, previo pago de un código alfanumérico proporcionado por empresa Pago Efectivo. Gracias",31/08/2019,3
"Al intentar comprar las entradas sale el mensaje de ""Butacas ya reservadas"" a pesar de que están libres. Pésima actualización.",6/01/2023,1
"Horrible, muchos fallos al querer comprar, creo que tienen que mejorar la experiencia para el usuario. 😕😕😕😕",12/04/2022,1
Sres Buenas tardes pero hasta cuando vamos a esperar q funcione la App sigue así mas de un mes con el SMS de UN ERROR INESPERADO no se puede abrir Please dar solución Gracias,17/02/2022,1
"Excelente, está bien integrado con la tarjeta agora, muy práctico para el pago de la entrada",8/12/2022,5
"Pesimo servicio, demoran mucho en atender en boleteria.se confunden en emitir la fecha de entrada, atienden de una manera poco agradable. pesimo",11/09/2022,1
"Que desastre, hago todo el proceso pero a la hora de pagar me dice ""ERROR EN LA COMPRA"" y lo mismo me pasa por la web una y otra vez.",24/04/2023,1
xq no se ven las imagenes de todas las peliculas?? tengo q estar entrando a cada una para saber el nombre ya que se ven en blanco (es fastidioso ya q 8 de cada 10 peliculas son un mamarracho),26/03/2019,2
quiero comprar y me filtra la fecha de ayer ... al cambiar a hoy me salen solo 3 horarios y en la pagina hay muchos mas !!!,30/11/2018,1
"mala, muy mala cuando quieeo hacee comoras y al final ingresr mi tarjeta siempre siemore se reinicia, y todo el proceso se habia realizado de pierde.",5/01/2019,1
Siempre calificó al tener tiempo la app... El problema actual quiero comprar mi entradas por la app al momento de ingresar para pagar sale ocurrió un problema,26/11/2019,1
"La peor aplicación todo falla de la nada, carga lento y tiende a hacer cobros y luego devoluciones qué no se procesan hasta el 15 dias",18/05/2024,1
"su app es una porquería, se cierra cuando estoy comprando no me deja concretar la compra con mi tarjeta de crédito. super pésima",31/03/2019,1
Hace 1 día se actualizó y aún sigue error inesperado. Ya es la aplicación malísimo,6/08/2021,1
Nunca carga la ultima actualización. Arreglen eso por que perderian clientes. Si no se puede comprar por este medio ya no sirve.,26/10/2019,1
"Buenas, compré mis entradas sobre spiderman, la priemra ves me cancelo y devolvió mi compra, después volví a comprar y me cobro pero no me deja descargar los boletos, y ya falta poco para que la película se estrene, alguna opinión que me pueden dar?",13/12/2021,1
"Un desastre la App, demora demasiado en cargar las butacas y para saliendo error inesperado.",28/04/2024,1
"No carga los asientos, para escoger los lugares y obviamente no se puede realizar la compra. Debería haber calificación ""SIN ESTRELA""",19/03/2023,1
"No sé que pasa llevo 2 semanas intentando , desinstale volví a instalar y no funciona , sale ocurrió un error inesperado , por favor Cineplanet arreglen ya su app",16/02/2022,3
Super lenta la aplicación!!! Ya he tenido problemas en varias oportunidades al querer comprar entradas,8/10/2019,1
Hasta hace poco podía comprar normal depues ya no es podio comprar con varias tarjeta excepto con Interbank bueno ahora sale ocurrió un erro y simplemente no se puede comprar por eso una estrella,8/02/2020,1
"Hoy no uedo comprar , siempre lo he podido hacer e intentado comprar por la app y por la web y nada sigue apareciendo un error en la compra.",24/05/2023,1
Es horrible nunca se puede entrar además que cuando quieres agregar otra tarjeta no te acepta y se bloquean las butacas elegidas,5/11/2018,1
Genial. Puedo comprar mis entradas con total facilidad. incluso cuando es preventa!,12/04/2022,5
"No se qué le pasa a su app Pero se cayó, no puedo comprar boletos Además cada 2m aparece ""Ocurrió un error"". Q md",9/10/2022,1
Malísima. La aplicación se cierra al momento de hacer click en las películas,29/07/2019,1
"No entiendo como un moustro como Intercorp no puede arreglar el app de cineplanet es un fiasco, super lento se cuelga, me da ma dolor de cabeza comprar la entradas q al final decido ya no ir.",12/12/2019,1
"Arreglen su aplicación de mrd!! No me acepta tarjeta Interbank, quiero comprar entradas y no se puede me sale error! Desde la última actualización la defecaron",29/02/2020,1
"Nunca se puede usar cuando se quiere consultar la cartelera o comprar entradas, cada actualización empeora esta app",21/04/2023,1
"Estoy contento con el App, ha mejorado mucho y la compra fue tan rápida como hacerlo directamente en el establecimiento. Sigan así.",26/08/2024,5
"Esta app es muy mala, no uso más este cine porque app no me deja comprar, me sale "" a ocurrido un error inesperado"" y me saca de la app, malísima atención",9/02/2020,1
Xq la app está muy lenta..... No puedo generar compra de las entradas.... Una vaina la app.. no puedo comprar nada.. eso me molesta,28/04/2024,5
"¡Que porqueria de aplicación! Deben mejorar, llevo intentando comprar emtradas desde hace dos días, puse varias tarjetas y sin embargo sale tarjeta inválida.",28/09/2021,1
"Cuando falló el pago, quise volver a comprar y los asientos que habia elegido ya estaban ocupados y no podia elegirlos. Al fallar deberian estar l8bred ya que no proceso la compra",2/05/2024,2
Con esta app puedo estar bien informado sobre todo lo referente al cine planet y sus beneficios. Y todo lo demás que me ofrece la app de Cineplanet,15/02/2024,4
"Actualizacion 05-2022 no permite Pagar por ningun medio. No sirve. Insisto hoy 07.08 2022 tras nueva actualizacion, NO SIRVE, no se puede comprar Online y eso obliga a sufrir la cola.😒",7/08/2022,1
"Muy mala, cada rato envía error, además desaparecieron mis puntos acumulados, subieron los precios, están de mal en peor",19/11/2018,1
"Espanto de actualización, a lo mucho deja ver los horarios, pero no completar la compra.",13/12/2019,1
"Instale la app lo ejecuto y se queda como tratando cargar su información, lo hice varias veces y nada. Tampoco me da una solución no me reconoce como socio una desgracia",7/05/2019,1
"Un asco su aplicación, no carga al momento de comprar entradas no sé para qué tienen aplicación si no la van a hacer bien.",21/02/2020,1
E actualizado como más de 5 veces e instalado y desinstalado. Y no me permite ingresar a la app. !!!!!!!,1/08/2022,1
"simple de usar, solo faltaría que guarde tu ubicación para no tener que elegirla cada vez que compro una entrada",11/04/2023,5
"Hoy 31/10/2023 está fallando su app, no se puede visualizar ni los cines, ni las películas que tienen en cartelera, solucionenlo y vuelvo a puntuar",31/10/2023,2
No sirve llevo más de 4 días intentando entrar y no me permite sale cargando cuando uno quiere comprar le rebota mala. Mejor estaba la antigua,18/03/2019,1
"Quiero usar la app pero ya va más de una hora que intento que llegue la notificación de confirmación a mi correo y nada, pesimo.",12/01/2019,1
"NO ME DEJÓ COMPRAR BOLETOS EN PRE-VENTA, LA PÁGINA SE CAÍA A CADA RATO Y UN ASALTO CON ESOS PRECIOS, 73 SOLES POR UNA PELÍCULA, SIN CONTAR DE QUE AL HACER UNA COMPRA CON MI TARJETA NO ME LA VÁLIDO Y EL SISTEMA SE COLGO. NO GRACIAS",22/02/2022,1
"Pésimo el app, se demora. En boletería express cambié contraseña y no lo reconoció, pese a que por app si.",21/11/2023,1
"Basura de aplicativo, no hay ni algún número de atención al cliente, si uno compra mál las entradas, ya las damos por perdidas esas entradas por la incompetencia de la empresa...",5/05/2023,1
"Cineplanet es uno de los cines más cheveres que hay en el Perú, muy recomendable para todos y sobre todo por sus promociones y eventos que dan ganar de ir diario 💯.",8/09/2024,5
Por fin. Ya funciona en mi teléfono. Parece que fue error provocado por Android 11 o por la capa de personalización de Xisomi.,9/12/2021,5
"App muy fácil de usar, Ayuda a evitar las largas colas, muy cómodo el servicio recomendado.",2/04/2023,5
no me dejó pagar por la app. solo reservar y debo ir al cine antes... se supone que si uno compra en línea es por tema de tiempos.,24/04/2024,1
Le doy 4 estrellas por qué aún no me sale la opción de comprar entradas en 3D pero el resto está muy bien ya llevo comprando entradas mucho tiempo y todo bien,28/06/2022,4
"Excelente app, muy rápida, algo para mejorar quizá sean las promociones para piqueos, canchita, gaseosa.",27/02/2023,5
Por favor arreglen la aplicación no puedo realizar la compra de mi entrada es algo tedioso aserlo por físico ya que tengo que realizar una cola horrible pensé que ya lo habían solucionado,2/01/2023,3
"Igual que muchos, no acepta las tarjetas, la desinstale y volví a instalar y ahora ni abre. Pésima aplicación.",17/10/2021,1
Nunca se puede comprar entradas porque siempre esta lenta la app. Nunca carga nada!!!!,24/11/2019,1
"es genial poder comprar todo por Internet y solo llegar al cine y ver tu película, la aplicación de cineplanet es muy sencilla de usar",28/12/2023,5
"solo puedo comprar con agora, todas mis tarjetas están habilitadas para compras pero no me deja compra, solo con agora, me obligan a comprar con esa tarjeta.",7/04/2022,1
Pésima antes no había tenido problemas pero en estos días la pagina no carga y al momento de comprar me dice que algo ha sucedido y no sé si es que gaste o no mi dinero,5/10/2019,1
en lugar de ir mejorando. .. sigue generando varios errores para las compras por la app .. ya no lo recomiendo,11/01/2019,1
"Lamentablemente la aplicación ya le veo sentido tenerlo instalado, ya que los precios sale más barato comprarlo en presencial, por favor arreglen esto",26/03/2024,2
"Nunca puedo comprar, cada vez que ingreso la información de pago me aparece un mensaje que dice Algo sucedió. Pésimo servicio",10/03/2022,1
"Es muy buena pero no da todo la información,cuando quiero ver dónde hay más cine por dónde vivo no me sale nada y yo siempre voy ah ese cine que es cineplanet",28/10/2023,4
"Nunca se a puede comprar desde la app, siempre sale error no se han podido solucionar las butacas.",18/08/2023,1
Desde que desapareció los combos como que ha muchos usuarios no les llama ni la atención ir. En la competencia los precios son más cómodos xd CMK,7/03/2022,5
